movieid|Title|Year|Rated|Released|Runtime|Director|Writer|Actors|Poster|imdbRating|imdbVotes|imdbID|Action|Adventure|Animation|Biography|Comedy|Crime|Documentary|Drama|Family|Fantasy|History|Horror|Mystery|Romance|Sci-Fi|Thriller|War|Western
198|Lincoln|2012|PG-13|41229|2 h 30 min|Steven Spielberg|Tony Kushner, Doris Kearns Goodwin|Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt|http://ia.media-imdb.com/images/M/MV5BMTQzNzczMDUyNV5BMl5BanBnXkFtZTcwNjM2ODEzOA@@._V1_SX300.jpg|7.5|104622|tt0443272|0|0|0|1|0|0|0|1|0|0|1|0|0|0|0|0|1|0
199|Little Birds|2011|R|N/A|1 h 34 min|Elgin James|Elgin James|Juno Temple, Kay Panabaker, Leslie Mann, Kate Bosworth|http://ia.media-imdb.com/images/M/MV5BMTM2MjYwNDQyMV5BMl5BanBnXkFtZTcwOTQ4OTM2Nw@@._V1_SX300.jpg|6|1569|tt1623745|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
200|Looking for Alibrandi|2000|M|36650|1 h 43 min|Kate Woods|Melina Marchetta, Melina Marchetta|Greta Scacchi, Anthony LaPaglia, Elena Cotta, Kerry Walker|http://ia.media-imdb.com/images/M/MV5BMjA5NzUzNTI5OV5BMl5BanBnXkFtZTcwNzYzMDEzMQ@@._V1_SX300.jpg|7|1963|tt0217629|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0
201|Looper|2012|R|41180|1 h 59 min|Rian Johnson|Rian Johnson|Joseph Gordon-Levitt, Bruce Willis, Emily Blunt, Paul Dano|http://ia.media-imdb.com/images/M/MV5BMTY3NTY0MjEwNV5BMl5BanBnXkFtZTcwNTE3NDA1OA@@._V1_SX300.jpg|7.6|231337|tt1276104|1|0|0|0|0|1|0|0|0|0|0|0|0|0|1|1|0|0
202|Lucky Number Slevin|2006|R|38814|1 h 50 min|Paul McGuigan|Jason Smilovic|Josh Hartnett, Ben Kingsley, Morgan Freeman, Lucy Liu|http://ia.media-imdb.com/images/M/MV5BMzc1OTEwMTk4OF5BMl5BanBnXkFtZTcwMTEzMDQzMQ@@._V1_SX300.jpg|7.7|185631|tt0425210|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0|1|0|0
203|M. Butterfly|1993|R|34243|1 h 41 min|David Cronenberg|David Henry Hwang, David Henry Hwang|Jeremy Irons, John Lone, Barbara Sukowa, Ian Richardson|http://ia.media-imdb.com/images/M/MV5BMTQ3MTk3NDE1NV5BMl5BanBnXkFtZTcwNjk0MTYyMQ@@._V1_SX300.jpg|6.7|4886|tt0107468|0|0|0|0|0|0|0|1|0|0|0|0|0|1|0|0|0|0
204|Madea Goes to Jail|2009|PG-13|39864|1 h 43 min|Tyler Perry|Tyler Perry|Tyler Perry, Keshia Knight Pulliam, Derek Luke, David Mann|http://ia.media-imdb.com/images/M/MV5BMTk1Nzg0MDIxM15BMl5BanBnXkFtZTcwMjk5ODkyMg@@._V1_SX300.jpg|3.6|7727|tt1142800|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|0|0|0
205|Magic Mike|2012|R|41089|1 h 50 min|Steven Soderbergh|Reid Carolin|Channing Tatum, Alex Pettyfer, Olivia Munn, Matthew McConaughey|http://ia.media-imdb.com/images/M/MV5BMTQzMDMzOTA5M15BMl5BanBnXkFtZTcwMjc4MTg4Nw@@._V1_SX300.jpg|6.1|52707|tt1915581|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
206|Mama|2013|PG-13|41292|1 h 40 min|Andrés Muschietti|Neil Cross, Andrés Muschietti|Jessica Chastain, Nikolaj Coster-Waldau, Megan Charpentier, Isabelle Nélisse|http://ia.media-imdb.com/images/M/MV5BMTM5MjIwNDAwMl5BMl5BanBnXkFtZTcwNzQyOTY0OA@@._V1_SX300.jpg|6.3|41354|tt2023587|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0
207|Man on a Ledge|2012|PG-13|40935|1 h 42 min|Asger Leth|Pablo F. Fenjves|Sam Worthington, Elizabeth Banks, Jamie Bell, Mandy Gonzalez|http://ia.media-imdb.com/images/M/MV5BMTc5MTE4MzY2N15BMl5BanBnXkFtZTcwNjMwNDc3Ng@@._V1_SX300.jpg|6.6|76523|tt1568338|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
208|Margin Call|2011|R|40815|1 h 47 min|J.C. Chandor|J.C. Chandor|Zachary Quinto, Stanley Tucci, Kevin Spacey, Paul Bettany|http://ia.media-imdb.com/images/M/MV5BMjE5NzkyNDI2Nl5BMl5BanBnXkFtZTcwMTYzNDc2Ng@@._V1_SX300.jpg|7.1|53259|tt1615147|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|0
209|Mary and Max|2009|Not Rated|39912|1 h 32 min|Adam Elliot|Adam Elliot|Toni Collette, Philip Seymour Hoffman, Eric Bana, Barry Humphries|http://ia.media-imdb.com/images/M/MV5BMTQ1NDIyNTA1Nl5BMl5BanBnXkFtZTcwMjc2Njk3OA@@._V1_SX300.jpg|8.1|61264|tt0978762|0|0|1|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
210|Matchstick Men|2003|PG-13|37876|1 h 56 min|Ridley Scott|Eric Garcia, Nicholas Griffin|Nicolas Cage, Alison Lohman, Sam Rockwell, Bruce Altman|http://ia.media-imdb.com/images/M/MV5BMjA3NjMyNjIyMF5BMl5BanBnXkFtZTYwOTgzMDI3._V1_SX300.jpg|7.3|78976|tt0325805|0|0|0|0|1|1|0|1|0|0|0|0|0|0|0|1|0|0
211|Material Girls|2006|PG|38947|1 h 37 min|Martha Coolidge|John Quaintance, Jessica O'Toole|Hilary Duff, Haylie Duff, Anjelica Huston, Maria Conchita Alonso|http://ia.media-imdb.com/images/M/MV5BMTk3MTY2MDAzMF5BMl5BanBnXkFtZTcwNjQ4MjUzMQ@@._V1_SX300.jpg|3.4|14527|tt0433412|0|0|0|0|1|0|0|0|1|0|0|0|0|1|0|0|0|0
212|Mean Streets|1973|R|26951|1 h 52 min|Martin Scorsese|Martin Scorsese, Mardik Martin|Robert De Niro, Harvey Keitel, David Proval, Amy Robinson|http://ia.media-imdb.com/images/M/MV5BMjA1MTY0MDI5Nl5BMl5BanBnXkFtZTYwMjcyNDA5._V1_SX300.jpg|7.5|47067|tt0070379|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0|0|0
213|Meet the Fockers|2004|PG-13|38343|1 h 55 min|Jay Roach|Greg Glienna, Mary Ruth Clarke|Ben Stiller, Robert De Niro, Blythe Danner, Teri Polo|http://ia.media-imdb.com/images/M/MV5BNjcyNTIxMTM4NV5BMl5BanBnXkFtZTcwMzIyNjcyMQ@@._V1_SX300.jpg|6.3|145424|tt0290002|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0|0|0|0
214|Midnight in the Garden of Good and Evil|1997|R|35755|2 h 35 min|Clint Eastwood|John Berendt, John Lee Hancock|John Cusack, Kevin Spacey, Jack Thompson, Irma P. Hall|http://ia.media-imdb.com/images/M/MV5BMjA2ODcyODM3NF5BMl5BanBnXkFtZTcwMzg2OTk0OQ@@._V1_SX300.jpg|6.5|24437|tt0119668|0|0|0|0|1|1|0|1|0|0|0|0|1|0|0|1|0|0
215|Miller's Crossing|1990|R|33147|1 h 55 min|Joel Coen|Joel Coen, Ethan Coen|Gabriel Byrne, Albert Finney, John Turturro, Marcia Gay Harden|http://ia.media-imdb.com/images/M/MV5BMTk2NDIxNzEyNF5BMl5BanBnXkFtZTYwMjk2NTk5._V1_SX300.jpg|7.9|74730|tt0100150|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0
216|Million Dollar Baby|2004|PG-13|38380|2 h 12 min|Clint Eastwood|Paul Haggis, F.X. Toole|Hilary Swank, Clint Eastwood, Morgan Freeman, Jay Baruchel|http://ia.media-imdb.com/images/M/MV5BMTkxNzA1NDQxOV5BMl5BanBnXkFtZTcwNTkyMTIzMw@@._V1_SX300.jpg|8.1|279877|tt0405159|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
217|Minority Report|2002|PG-13|37428|2 h 25 min|Steven Spielberg|Philip K. Dick, Scott Frank|Tom Cruise, Colin Farrell, Samantha Morton, Max von Sydow|http://ia.media-imdb.com/images/M/MV5BMTc1NDI5NzQyNF5BMl5BanBnXkFtZTYwMjc4NTE5._V1_SX300.jpg|7.7|261649|tt0181689|1|0|0|0|0|0|0|0|0|0|0|0|1|0|1|1|0|0
218|Missionary Man|2007|R|N/A|1 h 33 min|Dolph Lundgren|Dolph Lundgren, Frank Valdez|Dolph Lundgren, Kateri Walker, Chelsea Ricketts, Matthew Tompkins|http://ia.media-imdb.com/images/M/MV5BMTMwMjY0NzUxOV5BMl5BanBnXkFtZTcwNDMyMjE2MQ@@._V1_SX300.jpg|4.9|1566|tt0926110|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|1|0|1
219|Moonrise Kingdom|2012|PG-13|41089|1 h 34 min|Wes Anderson|Wes Anderson, Roman Coppola|Jared Gilman, Kara Hayward, Bruce Willis, Bill Murray|http://ia.media-imdb.com/images/M/MV5BMTEwMTc3NDkzOTJeQTJeQWpwZ15BbWU3MDI4NTAwNzc@._V1_SX300.jpg|7.8|120262|tt1748122|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0|0|0|0
220|Munich|2005|R|38723|2 h 44 min|Steven Spielberg|Tony Kushner, Eric Roth|Eric Bana, Daniel Craig, Marie-Josée Croze, Ciarán Hinds|http://ia.media-imdb.com/images/M/MV5BMTcwNzYzMzMwMF5BMl5BanBnXkFtZTcwMzMzODczMQ@@._V1_SX300.jpg|7.6|132612|tt0408306|0|0|0|0|0|0|0|1|0|0|1|0|0|0|0|1|0|0
221|My Bloody Valentine|2009|R|39829|1 h 41 min|Patrick Lussier|Todd Farmer, Zane Smith|Jensen Ackles, Jaime King, Kerr Smith, Betsy Rue|http://ia.media-imdb.com/images/M/MV5BMTY2MTQ1OTcxOF5BMl5BanBnXkFtZTcwMjc2ODUxMg@@._V1_SX300.jpg|5.4|33595|tt1179891|0|0|0|0|0|0|0|0|0|0|0|1|0|0|0|1|0|0
222|My Neighbor Totoro|1988|G|32249|1 h 26 min|Hayao Miyazaki|Hayao Miyazaki|Hitoshi Takagi, Noriko Hidaka, Toshiyuki Amagasa, Paul Butcher|http://ia.media-imdb.com/images/M/MV5BMjE3NzY5ODQwMV5BMl5BanBnXkFtZTcwNzY1NzcxNw@@._V1_SX300.jpg|8.2|79232|tt0096283|0|0|1|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0
223|Mystic River|2003|R|37909|2 h 18 min|Clint Eastwood|Brian Helgeland, Dennis Lehane|Sean Penn, Tim Robbins, Kevin Bacon, Emmy Rossum|http://ia.media-imdb.com/images/M/MV5BMTIzNDUyMjA4MV5BMl5BanBnXkFtZTYwNDc4ODM3._V1_SX300.jpg|8|235532|tt0327056|0|0|0|0|0|1|0|1|0|0|0|0|1|0|0|1|0|0
224|Naked Lunch|1991|R|33674|1 h 55 min|David Cronenberg|William S. Burroughs, David Cronenberg|Peter Weller, Judy Davis, Ian Holm, Julian Sands|http://ia.media-imdb.com/images/M/MV5BMTYwNTQ2NDQ3NF5BMl5BanBnXkFtZTcwNTc1NTAwMQ@@._V1_SX300.jpg|6.9|23888|tt0102511|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|0
225|Natural Born Killers|1994|R|34572|2 h 2 min|Oliver Stone|Quentin Tarantino, David Veloz|Woody Harrelson, Juliette Lewis, Tom Sizemore, Rodney Dangerfield|http://ia.media-imdb.com/images/M/MV5BMTI2NTU2Nzc0MV5BMl5BanBnXkFtZTcwMzY1OTM2MQ@@._V1_SX300.jpg|7.2|119904|tt0110632|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0
226|Near Dark|1987|R|32052|1 h 34 min|Kathryn Bigelow|Kathryn Bigelow, Eric Red|Adrian Pasdar, Jenny Wright, Lance Henriksen, Bill Paxton|http://ia.media-imdb.com/images/M/MV5BMTMyNDE5NTY5M15BMl5BanBnXkFtZTcwOTU4MTU1MQ@@._V1_SX300.jpg|7|18636|tt0093605|0|0|0|0|0|0|0|1|0|0|0|1|0|0|0|1|0|0
227|New York, New York|1977|PG|28297|2 h 43 min|Martin Scorsese|Earl Mac Rauch, Mardik Martin|Liza Minnelli, Robert De Niro, Lionel Stander, Barry Primus|http://ia.media-imdb.com/images/M/MV5BOTIxMjE0ODEzOV5BMl5BanBnXkFtZTcwODQxOTM2NA@@._V1_SX300.jpg|6.5|9455|tt0076451|0|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0
228|Night Shift|1982|R|30162|1 h 46 min|Ron Howard|Lowell Ganz, Babaloo Mandel|Henry Winkler, Michael Keaton, Shelley Long, Gina Hecht|http://ia.media-imdb.com/images/M/MV5BMTIyMDYxODI4NV5BMl5BanBnXkFtZTcwNzEyNDIyMQ@@._V1_SX300.jpg|6.3|7956|tt0084412|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
229|Nim's Island|2008|PG|39542|1 h 36 min|Jennifer Flackett, Mark Levin|Joseph Kwong, Paula Mazur|Jodie Foster, Gerard Butler, Abigail Breslin, Michael Carman|http://ia.media-imdb.com/images/M/MV5BMTA0OTk0NjIwMDleQTJeQWpwZ15BbWU3MDg3NjM0NTE@._V1_SX300.jpg|6|20137|tt0410377|0|1|0|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0
230|Nixon|1995|R|35053|3 h 32 min|Oliver Stone|Stephen J. Rivele, Christopher Wilkinson|Anthony Hopkins, Joan Allen, Powers Boothe, Ed Harris|http://ia.media-imdb.com/images/M/MV5BMTQ4ODUxNTU2OV5BMl5BanBnXkFtZTcwOTIwODMyMQ@@._V1_SX300.jpg|7|18830|tt0113987|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
231|No Country for Old Men|2007|R|39407|2 h 2 min|Ethan Coen, Joel Coen|Joel Coen, Ethan Coen|Tommy Lee Jones, Javier Bardem, Josh Brolin, Woody Harrelson|http://ia.media-imdb.com/images/M/MV5BMjA5Njk3MjM4OV5BMl5BanBnXkFtZTcwMTc5MTE1MQ@@._V1_SX300.jpg|8.2|368090|tt0477348|0|0|0|0|0|1|0|1|0|0|0|0|0|0|0|1|0|0
232|North by Northwest|1959|Approved|21819|2 h 16 min|Alfred Hitchcock|Ernest Lehman|Cary Grant, Eva Marie Saint, James Mason, Jessie Royce Landis|http://ia.media-imdb.com/images/M/MV5BMTc1MjczNTgxM15BMl5BanBnXkFtZTcwOTYwNDg3OA@@._V1_SX300.jpg|8.5|143783|tt0053125|1|1|0|0|0|1|0|0|0|0|0|0|1|0|0|1|0|0
233|O Brother, Where Art Thou?|2000|PG-13|36882|1 h 46 min|Joel Coen|Homer, Ethan Coen|George Clooney, John Turturro, Tim Blake Nelson, John Goodman|http://ia.media-imdb.com/images/M/MV5BMTI3MTEwMTAzMF5BMl5BanBnXkFtZTYwMTMxNTI5._V1_SX300.jpg|7.8|153208|tt0190590|0|1|0|0|1|1|0|0|0|0|0|0|0|0|0|0|0|0
234|Ocean's Eleven|2001|PG-13|37232|1 h 56 min|Steven Soderbergh|George Clayton Johnson, Jack Golden Russell|George Clooney, Brad Pitt, Julia Roberts, Matt Damon|http://ia.media-imdb.com/images/M/MV5BMTgyNDk0ODQ3OF5BMl5BanBnXkFtZTcwOTczMjAwMQ@@._V1_SX300.jpg|7.7|253856|tt0240772|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
235|Ocean's Thirteen|2007|PG-13|39241|2 h 2 min|Steven Soderbergh|Brian Koppelman, David Levien|George Clooney, Brad Pitt, Matt Damon, Michael Mantell|http://ia.media-imdb.com/images/M/MV5BMTMyNTc1NzY5MV5BMl5BanBnXkFtZTcwNDM4NTQzMw@@._V1_SX300.jpg|6.8|163444|tt0496806|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
236|Ocean's Twelve|2004|PG-13|38331|2 h 5 min|Steven Soderbergh|George Nolfi, George Clayton Johnson|George Clooney, Brad Pitt, Julia Roberts, Catherine Zeta-Jones|http://ia.media-imdb.com/images/M/MV5BMTQ3NTIyMzczMF5BMl5BanBnXkFtZTYwMjgzNTg2._V1_SX300.jpg|6.3|181569|tt0349903|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
237|Olympus Has Fallen|2013|R|41355|2 h|Antoine Fuqua|Creighton Rothenberger, Katrin Benedikt|Gerard Butler, Aaron Eckhart, Morgan Freeman, Angela Bassett|http://ia.media-imdb.com/images/M/MV5BMTkxNjIyNjE5OF5BMl5BanBnXkFtZTcwMTI3NzkxOQ@@._V1_SX300.jpg|7|29414|tt2302755|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1|0|0
238|Once Upon a Time in the West|1968|M|25193|2 h 55 min|Sergio Leone|Sergio Leone, Sergio Donati|Henry Fonda, Charles Bronson, Claudia Cardinale, Jason Robards|http://ia.media-imdb.com/images/M/MV5BMTgwMzU1MDEyMl5BMl5BanBnXkFtZTcwNDc5Mzg3OA@@._V1_SX300.jpg|8.7|135522|tt0064116|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
239|One for the Money|2012|PG-13|40935|1 h 31 min|Julie Anne Robinson|Stacy Sherman, Karen Ray|Katherine Heigl, Jason O'Mara, Daniel Sunjata, John Leguizamo|http://ia.media-imdb.com/images/M/MV5BMTU2NzMxMDU1NF5BMl5BanBnXkFtZTcwNzYxNTA2Ng@@._V1_SX300.jpg|5.1|22544|tt1598828|1|0|0|0|1|1|0|0|0|0|0|0|0|1|0|1|0|0
240|Open Season 3|2010|PG|40568|1 h 15 min|Cody Cameron|David I. Stern|Matthew J. Munn, Nika Futterman, Matthew W. Taylor, André Sogliuzzo|http://ia.media-imdb.com/images/M/MV5BMTk3OTY3NTQ5Nl5BMl5BanBnXkFtZTcwNzQ3OTAxNA@@._V1_SX300.jpg|4.9|3470|tt1646926|0|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0
241|Out of Sight|1998|R|35972|2 h 3 min|Steven Soderbergh|Elmore Leonard, Scott Frank|George Clooney, Jennifer Lopez, Ving Rhames, Steve Zahn|http://ia.media-imdb.com/images/M/MV5BMTk2NTg4MzM3NF5BMl5BanBnXkFtZTcwMDYzNTkxMQ@@._V1_SX300.jpg|7|55284|tt0120780|1|0|0|0|1|1|0|0|0|0|0|0|0|0|0|1|0|0
242|Oz the Great and Powerful|2013|PG|41341|2 h 10 min|Sam Raimi|Mitchell Kapner, David Lindsay-Abaire|James Franco, Michelle Williams, Rachel Weisz, Mila Kunis|http://ia.media-imdb.com/images/M/MV5BMjMyMzQ1ODM1MF5BMl5BanBnXkFtZTcwMjE2MTQxOQ@@._V1_SX300.jpg|6.6|70139|tt1623205|0|1|0|0|0|0|0|0|1|1|0|0|0|0|0|0|0|0
243|Palo Pinto Gold|2009|PG-13|N/A|1 h 45 min|Anthony Henslee|Anthony Henslee, Steve Schmidt|Trent Willmon, Roy Clark, Mel Tillis, Glynn Praesel|http://ia.media-imdb.com/images/M/MV5BMzU1ODIzNTk3OV5BMl5BanBnXkFtZTcwOTY2Mjc1Mg@@._V1_SX300.jpg|3.8|54|tt1152835|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|1
244|Pan's Labyrinth|2006|R|39101|1 h 58 min|Guillermo del Toro|Guillermo del Toro|Ivana Baquero, Ariadna Gil, Sergi López, Maribel Verdú|http://ia.media-imdb.com/images/M/MV5BMTU3ODg2NjQ5NF5BMl5BanBnXkFtZTcwMDEwODgzMQ@@._V1_SX300.jpg|8.3|288599|tt0457430|0|0|0|0|0|0|0|1|0|1|0|0|0|0|0|0|1|0
245|Parenthood|1989|PG-13|32722|2 h 4 min|Ron Howard|Lowell Ganz, Babaloo Mandel|Steve Martin, Mary Steenburgen, Dianne Wiest, Jason Robards|http://ia.media-imdb.com/images/M/MV5BMzczMzcyNDQ2NV5BMl5BanBnXkFtZTcwNjI1MzI0MQ@@._V1_SX300.jpg|6.8|26874|tt0098067|0|0|0|0|1|0|0|1|0|0|0|0|0|0|0|0|0|0
246|Parker|2013|R|41299|1 h 58 min|Taylor Hackford|John J. McLaughlin, Donald E. Westlake|Jason Statham, Jennifer Lopez, Michael Chiklis, Nick Nolte|http://ia.media-imdb.com/images/M/MV5BMTk4MzM2NTQ1Nl5BMl5BanBnXkFtZTcwODIyODY1OA@@._V1_SX300.jpg|6.1|31457|tt1904996|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0
247|Passchendaele|2008|R|39738|1 h 54 min|Paul Gross|Paul Gross|Paul Gross, Caroline Dhavernas, Joe Dinicol, Meredith Bailey|http://ia.media-imdb.com/images/M/MV5BMTcwOTAyMjEzMV5BMl5BanBnXkFtZTcwNjU5OTQzMg@@._V1_SX300.jpg|6.5|5323|tt1092082|0|0|0|0|0|0|0|1|0|0|1|0|0|1|0|0|1|0
248|Pathfinders: In the Company of Strangers|2011|NC-16|40554|N/A|Curt A. Sindelar|Charlie Armstrong, Curt A. Sindelar|Michael Conner Humphreys, Christopher Serrone, Suzanne Owens-Duval, Ryan Findley|http://ia.media-imdb.com/images/M/MV5BMTg0OTk1OTEyNV5BMl5BanBnXkFtZTcwNTQ2MTA5Mw@@._V1_SX300.jpg|3.8|833|tt1260680|1|0|0|0|0|0|0|1|0|0|1|0|0|0|0|0|1|0
249|Penance|2009|R|N/A|1 h 25 min|Jake Kennedy|Jake Kennedy|Marieh Delfino, Michael Rooker, Graham McTavish, Alice Amter|http://ia.media-imdb.com/images/M/MV5BMTg0OTY4NjYyNV5BMl5BanBnXkFtZTcwNTE0MDAyMw@@._V1_SX300.jpg|3.6|629|tt1261414|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0
250|Piranha Part Two: The Spawning|1981|R|30260|1 h 34 min|James Cameron|Ovidio G. Assonitis, James Cameron|Tricia O'Neil, Steve Marachuk, Lance Henriksen, Ricky Paull Goldin|http://ia.media-imdb.com/images/M/MV5BMTc0MDE5NTAyNF5BMl5BanBnXkFtZTcwNTQ1MjkxMQ@@._V1_SX300.jpg|3.4|4380|tt0082910|0|0|0|0|0|0|0|1|0|0|0|1|0|1|1|0|0|0
251|Planet 51|2009|PG|40137|1 h 31 min|Jorge Blanco, Javier Abad|Javier Abad, Jorge Blanco|Dwayne Johnson, Seann William Scott, Jessica Biel, John Cleese|http://ia.media-imdb.com/images/M/MV5BMTUyOTAyNTA5Ml5BMl5BanBnXkFtZTcwODU2OTM0Mg@@._V1_SX300.jpg|6.1|28472|tt0762125|0|1|1|0|1|0|0|0|1|0|0|0|0|0|1|0|0|0
252|Platoon|1986|R|31770|2 h|Oliver Stone|Oliver Stone|Charlie Sheen, Tom Berenger, Willem Dafoe, Keith David|http://ia.media-imdb.com/images/M/MV5BNTU3NzY4ODY5MF5BMl5BanBnXkFtZTcwOTkzNzE1NA@@._V1_SX300.jpg|8.2|187161|tt0091763|1|0|0|0|0|0|0|1|0|0|0|0|0|0|0|0|1|0
253|Point Break|1991|R|33431|2 h|Kathryn Bigelow|Rick King, W. Peter Iliff|Patrick Swayze, Keanu Reeves, Gary Busey, Lori Petty|http://ia.media-imdb.com/images/M/MV5BMTIwNTk1MTgxMF5BMl5BanBnXkFtZTcwODI4NDUzMQ@@._V1_SX300.jpg|7|67870|tt0102685|1|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
254|Prometheus|2012|R|41068|2 h 4 min|Ridley Scott|Jon Spaihts, Damon Lindelof|Noomi Rapace, Logan Marshall-Green, Michael Fassbender, Charlize Theron|http://ia.media-imdb.com/images/M/MV5BMTY3NzIyNTA2NV5BMl5BanBnXkFtZTcwNzE2NjI4Nw@@._V1_SX300.jpg|7.2|276084|tt1446714|0|1|0|0|0|0|0|0|0|0|0|0|1|0|1|0|0|0
255|Psycho|1960|R|22167|1 h 49 min|Alfred Hitchcock|Joseph Stefano, Robert Bloch|Anthony Perkins, Janet Leigh, Vera Miles, John Gavin|http://ia.media-imdb.com/images/M/MV5BMTgyNDIxNzQ4MF5BMl5BanBnXkFtZTYwMzkyNTQ2._V1_SX300.jpg|8.6|249801|tt0054215|0|0|0|0|0|0|0|0|0|0|0|1|1|0|0|1|0|0
256|Quantum of Solace|2008|PG-13|39766|1 h 46 min|Marc Forster|Paul Haggis, Neal Purvis|Daniel Craig, Olga Kurylenko, Mathieu Amalric, Judi Dench|http://ia.media-imdb.com/images/M/MV5BMTY0MjI4MDI5MF5BMl5BanBnXkFtZTcwODkwNjk3MQ@@._V1_SX300.jpg|6.7|207588|tt0830515|1|1|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
257|Rabid|1977|R|28223|1 h 31 min|David Cronenberg|David Cronenberg|Marilyn Chambers, Frank Moore, Joe Silver, Howard Ryshpan|http://ia.media-imdb.com/images/M/MV5BNTQxMTA5Njk5Ml5BMl5BanBnXkFtZTcwOTEyODUyMQ@@._V1_SX300.jpg|6.4|6887|tt0076590|0|0|0|0|0|0|0|0|0|0|0|1|0|0|1|0|0|0
258|Raging Bull|1980|R|29574|2 h 9 min|Martin Scorsese|Jake LaMotta, Joseph Carter|Robert De Niro, Cathy Moriarty, Joe Pesci, Frank Vincent|http://ia.media-imdb.com/images/M/MV5BMjIxOTg3OTc5MF5BMl5BanBnXkFtZTcwNzkwNjMwNA@@._V1_SX300.jpg|8.3|149374|tt0081398|0|0|0|1|0|0|0|1|0|0|0|0|0|0|0|0|0|0
259|Raiders of the Lost Ark|1981|PG|29749|1 h 55 min|Steven Spielberg|Lawrence Kasdan, George Lucas|Harrison Ford, Karen Allen, Paul Freeman, John Rhys-Davies|http://ia.media-imdb.com/images/M/MV5BMjA0ODEzMTc1Nl5BMl5BanBnXkFtZTcwODM2MjAxNA@@._V1_SX300.jpg|8.7|405419|tt0082971|1|1|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0
260|Raising Arizona|1987|PG-13|31849|1 h 34 min|Joel Coen|Ethan Coen, Joel Coen|Nicolas Cage, Holly Hunter, Trey Wilson, John Goodman|http://ia.media-imdb.com/images/M/MV5BMTg0NjYzOTUzNF5BMl5BanBnXkFtZTcwODkyMDMyMQ@@._V1_SX300.jpg|7.4|71087|tt0093822|0|0|0|0|1|0|0|0|0|0|0|0|0|0|0|0|0|0
261|Rango|2011|PG|40606|1 h 47 min|Gore Verbinski|John Logan, John Logan|Johnny Depp, Isla Fisher, Timothy Olyphant, Abigail Breslin|http://ia.media-imdb.com/images/M/MV5BMjE5ODg1NTk3OF5BMl5BanBnXkFtZTcwNzA5NTMyNA@@._V1_SX300.jpg|7.3|113812|tt1192628|0|1|1|0|1|0|0|0|1|0|0|0|0|0|0|0|0|1
262|Ransom|1996|R|35377|2 h 19 min|Ron Howard|Cyril Hume, Richard Maibaum|Mel Gibson, Gary Sinise, Rene Russo, Brawley Nolte|http://ia.media-imdb.com/images/M/MV5BMjEzMzE2NjY0NF5BMl5BanBnXkFtZTcwMzU2MDUyMQ@@._V1_SX300.jpg|6.6|71162|tt0117438|0|0|0|0|0|1|0|0|0|0|0|0|0|0|0|1|0|0
263|Ratatouille|2007|G|39262|1 h 51 min|Brad Bird, Jan Pinkava|Brad Bird, Jan Pinkava|Brad Garrett, Lou Romano, Patton Oswalt, Ian Holm|http://ia.media-imdb.com/images/M/MV5BMTMzODU0NTkxMF5BMl5BanBnXkFtZTcwMjQ4MzMzMw@@._V1_SX300.jpg|8|288559|tt0382932|0|0|1|0|1|0|0|0|1|1|0|0|0|0|0|0|0|0
